Crop,Variety,State,Season,Year,Quantity,Production,Unit,Cost,Recommended_Zone
Groundnut,High Yield,Karnataka,Kharif,2007,14.59,16.58,Tons,26697.23,Karnataka
Sugarcane,Standard,Andhra Pradesh,Kharif,2007,64.95,66.28,Tons,145186.26,Andhra Pradesh
Groundnut,Organic,Gujarat,Rabi,2013,16.32,15.91,Tons,24705.13,Gujarat
Rice,Standard,Madhya Pradesh,Zaid,2014,29.5,33.34,Tons,45021.22,Madhya Pradesh
Jute,Standard,Rajasthan,Rabi,2010,18.11,16.12,Tons,27647.77,Rajasthan
Rice,High Yield,Rajasthan,Kharif,2009,33.95,30.9,Tons,53074.22,Rajasthan
Pulses,Organic,Gujarat,Rabi,2014,9.69,9.23,Tons,22459.41,Gujarat
Jute,Organic,Punjab,Kharif,2014,22.16,23.11,Tons,40960.02,Punjab
Groundnut,Standard,Karnataka,Zaid,2008,11.52,10.2,Tons,20566.56,Karnataka
Sugarcane,High Yield,Gujarat,Zaid,2013,59.72,67.94,Tons,138649.24,Gujarat
Oilseeds,Organic,Karnataka,Rabi,2013,10.9,11.26,Tons,19545.87,Karnataka
Oilseeds,Hybrid,Maharashtra,Rabi,2008,12.3,13.71,Tons,18627.76,Maharashtra
Sugarcane,High Yield,Uttar Pradesh,Zaid,2004,71.68,72.68,Tons,158241.34,Uttar Pradesh
Wheat,High Yield,Madhya Pradesh,Kharif,2005,28.2,28.89,Tons,64819.71,Madhya Pradesh
Groundnut,Hybrid,Gujarat,Rabi,2001,20.23,20.3,Tons,39354.46,Gujarat
Wheat,Hybrid,Punjab,Zaid,2004,40.8,45.84,Tons,97573.83,Punjab
Pulses,Standard,Andhra Pradesh,Kharif,2012,8.69,8.17,Tons,19709.28,Andhra Pradesh
Groundnut,High Yield,Rajasthan,Rabi,2013,14.92,13.56,Tons,33983.24,Rajasthan
Rice,Standard,Andhra Pradesh,Zaid,2011,35.52,30.87,Tons,62607.25,Andhra Pradesh
Soybean,Standard,Maharashtra,Rabi,2011,12.33,13.23,Tons,20779.14,Maharashtra
Wheat,High Yield,Uttar Pradesh,Kharif,2012,45.44,50.61,Tons,107036.63,Uttar Pradesh
Rice,Hybrid,Haryana,Zaid,2010,42.04,35.07,Tons,102501.49,Haryana
Jute,Organic,Madhya Pradesh,Zaid,2001,12.98,12.2,Tons,22317.38,Madhya Pradesh
Oilseeds,Hybrid,Andhra Pradesh,Rabi,2002,12.75,11.34,Tons,21534.41,Andhra Pradesh
Soybean,Hybrid,Andhra Pradesh,Zaid,2011,7.44,7.81,Tons,14014.45,Andhra Pradesh
Rice,High Yield,Uttar Pradesh,Rabi,2010,55.69,66.33,Tons,115474.15,Uttar Pradesh
Cotton,Standard,Tamil Nadu,Rabi,2008,14.62,14.63,Tons,30947.68,Tamil Nadu
Jute,High Yield,Madhya Pradesh,Kharif,2001,17.46,16.8,Tons,33181.79,Madhya Pradesh
Groundnut,Hybrid,Punjab,Rabi,2011,20.43,16.95,Tons,37161.21,Punjab
Pulses,Hybrid,Maharashtra,Zaid,2001,6.94,7.34,Tons,12487.43,Maharashtra
Wheat,High Yield,Gujarat,Zaid,2002,35.16,35.32,Tons,59025.55,Gujarat
Wheat,Hybrid,Madhya Pradesh,Rabi,2001,35.37,33.15,Tons,60438.74,Madhya Pradesh
Jute,Organic,Uttar Pradesh,Zaid,2004,18.83,17.96,Tons,40125.96,Uttar Pradesh
Jute,Standard,Andhra Pradesh,Kharif,2002,19.12,17.7,Tons,42265.15,Andhra Pradesh
Wheat,Hybrid,Andhra Pradesh,Rabi,2001,35.68,28.63,Tons,61247.33,Andhra Pradesh
Maize,High Yield,Gujarat,Kharif,2011,25.19,29.17,Tons,54554.21,Gujarat
Maize,Organic,Gujarat,Zaid,2012,23.57,24.58,Tons,52827.0,Gujarat
Rice,Hybrid,Karnataka,Zaid,2012,26.2,27.71,Tons,65153.58,Karnataka
Cotton,Organic,Madhya Pradesh,Rabi,2007,11.62,11.37,Tons,18711.09,Madhya Pradesh
Cotton,Hybrid,Uttar Pradesh,Zaid,2011,11.09,9.46,Tons,17224.37,Uttar Pradesh
Wheat,Standard,Tamil Nadu,Rabi,2011,35.97,41.08,Tons,80500.33,Tamil Nadu
Pulses,Hybrid,Andhra Pradesh,Rabi,2013,9.31,10.23,Tons,14614.43,Andhra Pradesh
Wheat,Standard,Punjab,Rabi,2007,55.02,49.77,Tons,108909.09,Punjab
Soybean,Standard,Maharashtra,Zaid,2007,9.13,8.05,Tons,21557.34,Maharashtra
Soybean,Standard,Punjab,Rabi,2004,15.48,15.87,Tons,26208.85,Punjab
Jute,Standard,Maharashtra,Kharif,2012,21.31,23.45,Tons,42415.72,Maharashtra
Oilseeds,Organic,Andhra Pradesh,Zaid,2014,8.71,8.08,Tons,19302.77,Andhra Pradesh
Sugarcane,High Yield,Maharashtra,Zaid,2014,48.79,48.27,Tons,88795.18,Maharashtra
Oilseeds,Hybrid,Karnataka,Rabi,2007,12.42,14.6,Tons,28314.47,Karnataka
Pulses,High Yield,Andhra Pradesh,Kharif,2001,9.16,7.92,Tons,18097.01,Andhra Pradesh
Cotton,High Yield,Andhra Pradesh,Zaid,2013,8.22,9.03,Tons,15377.88,Andhra Pradesh
Rice,Hybrid,Karnataka,Rabi,2010,40.78,35.29,Tons,70281.83,Karnataka
Rice,Standard,Andhra Pradesh,Rabi,2008,48.08,44.04,Tons,81075.57,Andhra Pradesh
Pulses,Organic,Karnataka,Rabi,2005,8.93,10.71,Tons,19084.84,Karnataka
Sugarcane,Organic,Madhya Pradesh,Zaid,2013,47.01,53.98,Tons,116613.54,Madhya Pradesh
Pulses,Hybrid,Maharashtra,Rabi,2013,8.88,9.55,Tons,17615.59,Maharashtra
Rice,Hybrid,Gujarat,Rabi,2004,47.39,46.08,Tons,104297.63,Gujarat
Cotton,Hybrid,Rajasthan,Zaid,2013,7.84,6.39,Tons,13773.17,Rajasthan
Jute,High Yield,Andhra Pradesh,Kharif,2014,17.02,17.71,Tons,32009.3,Andhra Pradesh
Oilseeds,Standard,Haryana,Kharif,2012,13.52,15.51,Tons,31794.55,Haryana
Wheat,Standard,Gujarat,Rabi,2005,39.68,31.8,Tons,72672.16,Gujarat
Maize,High Yield,Haryana,Rabi,2004,30.42,34.51,Tons,50326.79,Haryana
Rice,Standard,Haryana,Rabi,2006,52.44,55.13,Tons,121841.56,Haryana
Soybean,High Yield,Tamil Nadu,Kharif,2006,10.21,9.0,Tons,22658.38,Tamil Nadu
Pulses,Standard,Tamil Nadu,Rabi,2002,9.45,10.09,Tons,17078.91,Tamil Nadu
Maize,Standard,Karnataka,Rabi,2009,26.92,28.0,Tons,62699.51,Karnataka
Sugarcane,Standard,Haryana,Zaid,2012,69.11,76.01,Tons,172043.81,Haryana
Soybean,Organic,Tamil Nadu,Kharif,2007,11.81,12.0,Tons,20169.66,Tamil Nadu
Sugarcane,Organic,Haryana,Zaid,2006,66.41,57.71,Tons,163655.9,Haryana
Pulses,High Yield,Tamil Nadu,Zaid,2001,6.71,6.43,Tons,13006.69,Tamil Nadu
Cotton,Hybrid,Karnataka,Zaid,2001,9.38,8.11,Tons,16421.11,Karnataka
Sugarcane,Standard,Andhra Pradesh,Rabi,2007,81.83,86.27,Tons,202203.92,Andhra Pradesh
Soybean,Hybrid,Tamil Nadu,Kharif,2002,9.21,9.53,Tons,19216.35,Tamil Nadu
Rice,Standard,Gujarat,Rabi,2003,45.72,54.4,Tons,101251.27,Gujarat
Sugarcane,Hybrid,Rajasthan,Rabi,2007,55.71,50.27,Tons,110979.5,Rajasthan
Wheat,Organic,Tamil Nadu,Zaid,2008,33.17,39.65,Tons,50558.7,Tamil Nadu
Pulses,Standard,Maharashtra,Rabi,2007,8.85,9.28,Tons,16145.9,Maharashtra
Rice,Standard,Madhya Pradesh,Rabi,2014,41.85,42.8,Tons,70589.55,Madhya Pradesh
Soybean,Organic,Andhra Pradesh,Zaid,2007,7.08,7.07,Tons,14232.79,Andhra Pradesh
Wheat,High Yield,Uttar Pradesh,Zaid,2003,36.11,41.34,Tons,61494.23,Uttar Pradesh
Sugarcane,High Yield,Madhya Pradesh,Kharif,2014,64.84,71.87,Tons,113310.03,Madhya Pradesh
Oilseeds,High Yield,Haryana,Zaid,2009,11.97,14.34,Tons,20300.32,Haryana
Wheat,Organic,Karnataka,Rabi,2008,32.47,29.23,Tons,76572.64,Karnataka
Maize,High Yield,Andhra Pradesh,Kharif,2014,24.22,24.33,Tons,59069.16,Andhra Pradesh
Maize,Standard,Gujarat,Rabi,2011,28.66,30.71,Tons,69702.42,Gujarat
Maize,Hybrid,Uttar Pradesh,Kharif,2014,32.71,29.21,Tons,79910.14,Uttar Pradesh
Pulses,Organic,Tamil Nadu,Zaid,2011,6.97,6.55,Tons,16020.34,Tamil Nadu
Rice,Organic,Karnataka,Zaid,2013,27.28,21.93,Tons,42852.85,Karnataka
Maize,Organic,Maharashtra,Rabi,2013,24.07,20.64,Tons,40996.99,Maharashtra
Oilseeds,Hybrid,Karnataka,Rabi,2008,13.35,15.67,Tons,29826.07,Karnataka
Groundnut,Standard,Karnataka,Kharif,2003,15.12,12.61,Tons,24415.31,Karnataka
Jute,High Yield,Tamil Nadu,Zaid,2013,17.41,15.4,Tons,29241.86,Tamil Nadu
Pulses,Standard,Maharashtra,Zaid,2006,7.26,6.11,Tons,16082.44,Maharashtra
Wheat,Standard,Maharashtra,Zaid,2009,28.87,34.44,Tons,58602.07,Maharashtra
Wheat,High Yield,Maharashtra,Zaid,2003,29.35,32.88,Tons,45292.31,Maharashtra
Oilseeds,Hybrid,Madhya Pradesh,Zaid,2012,8.97,8.31,Tons,21692.39,Madhya Pradesh
Maize,Standard,Punjab,Zaid,2011,27.87,33.03,Tons,64197.97,Punjab
Wheat,Organic,Tamil Nadu,Kharif,2012,33.23,39.64,Tons,60516.4,Tamil Nadu
Cotton,Hybrid,Madhya Pradesh,Zaid,2003,8.05,8.08,Tons,12824.01,Madhya Pradesh
Wheat,Standard,Gujarat,Kharif,2009,33.37,32.11,Tons,80771.63,Gujarat
Groundnut,Standard,Gujarat,Kharif,2005,18.55,21.47,Tons,31059.01,Gujarat
Cotton,Standard,Maharashtra,Zaid,2010,8.87,9.98,Tons,19659.09,Maharashtra
Maize,Hybrid,Rajasthan,Rabi,2011,26.82,23.71,Tons,49231.93,Rajasthan
Soybean,Hybrid,Madhya Pradesh,Kharif,2004,8.95,9.03,Tons,17576.52,Madhya Pradesh
Cotton,Standard,Punjab,Kharif,2005,13.86,15.37,Tons,34599.23,Punjab
Pulses,Standard,Haryana,Rabi,2006,10.28,10.49,Tons,25392.91,Haryana
Groundnut,Hybrid,Karnataka,Kharif,2012,13.66,15.62,Tons,24682.41,Karnataka
Pulses,Organic,Karnataka,Zaid,2001,6.86,5.68,Tons,16474.88,Karnataka
Soybean,Hybrid,Punjab,Rabi,2009,15.37,16.96,Tons,27601.86,Punjab
Oilseeds,Hybrid,Gujarat,Zaid,2006,10.06,11.3,Tons,21972.24,Gujarat
Rice,High Yield,Uttar Pradesh,Zaid,2007,43.02,35.22,Tons,102260.12,Uttar Pradesh
Maize,Hybrid,Gujarat,Rabi,2002,33.32,28.06,Tons,57070.72,Gujarat
Oilseeds,Organic,Tamil Nadu,Kharif,2006,13.1,11.67,Tons,29557.59,Tamil Nadu
Wheat,Organic,Uttar Pradesh,Rabi,2003,42.07,48.73,Tons,96512.63,Uttar Pradesh
Maize,High Yield,Maharashtra,Kharif,2003,23.71,22.06,Tons,43143.6,Maharashtra
Wheat,Hybrid,Uttar Pradesh,Rabi,2006,39.64,35.41,Tons,65405.4,Uttar Pradesh
Pulses,Standard,Tamil Nadu,Rabi,2008,9.86,8.18,Tons,18595.54,Tamil Nadu
Wheat,Standard,Uttar Pradesh,Rabi,2006,40.11,48.13,Tons,71326.94,Uttar Pradesh
Maize,High Yield,Punjab,Zaid,2002,24.55,24.7,Tons,41624.41,Punjab
Soybean,Hybrid,Tamil Nadu,Kharif,2007,11.41,12.79,Tons,28463.08,Tamil Nadu
Jute,Hybrid,Uttar Pradesh,Kharif,2005,25.99,28.17,Tons,44052.09,Uttar Pradesh
Wheat,Hybrid,Andhra Pradesh,Rabi,2014,36.64,37.68,Tons,81086.93,Andhra Pradesh
Wheat,High Yield,Haryana,Zaid,2008,37.02,32.63,Tons,56800.31,Haryana
Soybean,High Yield,Madhya Pradesh,Rabi,2014,11.28,10.53,Tons,25872.56,Madhya Pradesh
Pulses,Hybrid,Maharashtra,Rabi,2013,8.24,8.46,Tons,15412.99,Maharashtra
Jute,Organic,Maharashtra,Rabi,2014,22.98,27.08,Tons,37170.51,Maharashtra
Rice,Organic,Andhra Pradesh,Rabi,2006,45.79,47.67,Tons,91375.62,Andhra Pradesh
Soybean,High Yield,Maharashtra,Rabi,2014,12.08,11.88,Tons,26006.04,Maharashtra
Sugarcane,Hybrid,Andhra Pradesh,Zaid,2014,64.04,62.29,Tons,103534.52,Andhra Pradesh
Pulses,Hybrid,Uttar Pradesh,Zaid,2008,7.35,8.68,Tons,16142.26,Uttar Pradesh
Soybean,Organic,Andhra Pradesh,Rabi,2005,10.64,10.76,Tons,21920.35,Andhra Pradesh
Rice,Organic,Tamil Nadu,Kharif,2013,36.33,33.57,Tons,84712.35,Tamil Nadu
Rice,Hybrid,Madhya Pradesh,Kharif,2006,41.16,42.78,Tons,102225.73,Madhya Pradesh
Sugarcane,Standard,Gujarat,Kharif,2001,80.62,67.17,Tons,189075.56,Gujarat
Wheat,High Yield,Rajasthan,Zaid,2010,26.61,23.88,Tons,56925.47,Rajasthan
Cotton,Organic,Karnataka,Zaid,2014,8.46,8.32,Tons,14304.55,Karnataka
Sugarcane,Hybrid,Maharashtra,Rabi,2010,79.62,85.19,Tons,194737.57,Maharashtra
Rice,High Yield,Karnataka,Zaid,2002,33.2,37.81,Tons,64951.2,Karnataka
Groundnut,High Yield,Haryana,Zaid,2013,17.15,17.76,Tons,26705.75,Haryana
Cotton,Organic,Maharashtra,Rabi,2008,14.81,14.43,Tons,30270.97,Maharashtra
Sugarcane,Hybrid,Tamil Nadu,Kharif,2002,67.64,60.14,Tons,114566.76,Tamil Nadu
Oilseeds,Organic,Karnataka,Kharif,2005,11.5,11.42,Tons,17552.32,Karnataka
Sugarcane,Standard,Andhra Pradesh,Zaid,2011,56.56,63.29,Tons,90812.99,Andhra Pradesh
Cotton,Organic,Uttar Pradesh,Rabi,2012,16.49,18.13,Tons,33578.8,Uttar Pradesh
Cotton,Organic,Uttar Pradesh,Zaid,2011,10.1,9.81,Tons,18281.19,Uttar Pradesh
Jute,Organic,Tamil Nadu,Zaid,2002,17.22,14.61,Tons,36412.92,Tamil Nadu
Pulses,Standard,Karnataka,Zaid,2002,6.66,6.46,Tons,14326.86,Karnataka
Rice,High Yield,Haryana,Rabi,2003,63.09,58.73,Tons,141198.91,Haryana
Groundnut,Organic,Rajasthan,Zaid,2014,9.61,11.07,Tons,21850.28,Rajasthan
Pulses,High Yield,Gujarat,Zaid,2012,6.3,6.73,Tons,10589.79,Gujarat
Wheat,Hybrid,Karnataka,Kharif,2007,33.56,26.89,Tons,54408.06,Karnataka
Oilseeds,Hybrid,Madhya Pradesh,Rabi,2004,13.14,11.85,Tons,28017.14,Madhya Pradesh
Maize,Organic,Uttar Pradesh,Kharif,2005,30.94,32.1,Tons,68092.52,Uttar Pradesh
Groundnut,High Yield,Andhra Pradesh,Rabi,2011,15.66,13.07,Tons,31819.5,Andhra Pradesh
Groundnut,Organic,Gujarat,Zaid,2008,11.88,10.18,Tons,23022.48,Gujarat
Sugarcane,Organic,Uttar Pradesh,Kharif,2008,72.09,83.76,Tons,124724.7,Uttar Pradesh
Rice,High Yield,Maharashtra,Zaid,2001,34.29,29.41,Tons,77152.23,Maharashtra
Sugarcane,Hybrid,Gujarat,Kharif,2004,81.19,76.87,Tons,170975.23,Gujarat
Pulses,Standard,Tamil Nadu,Kharif,2005,8.93,10.19,Tons,18203.29,Tamil Nadu
Sugarcane,High Yield,Madhya Pradesh,Rabi,2003,68.91,67.46,Tons,171628.03,Madhya Pradesh
Rice,High Yield,Gujarat,Rabi,2002,48.44,41.4,Tons,91285.32,Gujarat
Maize,Organic,Haryana,Kharif,2001,32.34,32.38,Tons,61970.97,Haryana
Jute,High Yield,Haryana,Zaid,2013,20.12,18.44,Tons,37351.49,Haryana
Rice,Organic,Karnataka,Zaid,2011,32.53,32.16,Tons,70531.17,Karnataka
Wheat,Organic,Punjab,Kharif,2013,39.14,46.49,Tons,80273.18,Punjab
Wheat,Standard,Andhra Pradesh,Rabi,2004,34.41,28.57,Tons,76538.01,Andhra Pradesh
Wheat,Standard,Madhya Pradesh,Zaid,2001,28.58,26.1,Tons,58018.71,Madhya Pradesh
Soybean,Standard,Karnataka,Rabi,2001,9.61,11.05,Tons,16956.84,Karnataka
Groundnut,High Yield,Gujarat,Rabi,2006,16.47,19.37,Tons,32141.08,Gujarat
Oilseeds,Standard,Gujarat,Zaid,2007,11.94,9.56,Tons,24022.15,Gujarat
Cotton,High Yield,Tamil Nadu,Rabi,2003,12.91,12.08,Tons,19457.06,Tamil Nadu
Groundnut,Standard,Tamil Nadu,Rabi,2001,19.0,17.48,Tons,39246.31,Tamil Nadu
Soybean,Organic,Gujarat,Rabi,2009,11.12,11.46,Tons,26921.0,Gujarat
Rice,Standard,Karnataka,Zaid,2003,29.47,26.28,Tons,46166.21,Karnataka
Soybean,High Yield,Uttar Pradesh,Kharif,2012,12.94,15.28,Tons,22134.49,Uttar Pradesh
Pulses,Hybrid,Andhra Pradesh,Rabi,2010,9.91,10.72,Tons,20567.47,Andhra Pradesh
Cotton,Hybrid,Tamil Nadu,Rabi,2009,12.8,12.08,Tons,28428.77,Tamil Nadu
Cotton,Standard,Andhra Pradesh,Rabi,2008,13.06,12.71,Tons,25119.98,Andhra Pradesh
Wheat,Hybrid,Rajasthan,Zaid,2006,23.91,19.79,Tons,36864.52,Rajasthan
Oilseeds,Standard,Karnataka,Kharif,2013,10.83,11.14,Tons,20432.14,Karnataka
Soybean,Organic,Rajasthan,Kharif,2002,7.36,6.68,Tons,12451.1,Rajasthan
Jute,Hybrid,Maharashtra,Kharif,2001,18.43,20.46,Tons,43959.2,Maharashtra
Rice,Organic,Andhra Pradesh,Rabi,2004,45.99,48.29,Tons,100057.73,Andhra Pradesh
Jute,Hybrid,Karnataka,Kharif,2003,17.98,19.11,Tons,42825.1,Karnataka
Pulses,High Yield,Maharashtra,Rabi,2013,7.65,6.48,Tons,18963.28,Maharashtra
Sugarcane,High Yield,Punjab,Rabi,2014,89.16,75.46,Tons,167994.58,Punjab
Pulses,Standard,Gujarat,Rabi,2013,9.91,9.06,Tons,23230.55,Gujarat
Jute,Standard,Andhra Pradesh,Kharif,2007,19.71,18.77,Tons,31864.05,Andhra Pradesh
Maize,Standard,Karnataka,Rabi,2012,22.74,24.77,Tons,47658.35,Karnataka
Maize,High Yield,Tamil Nadu,Kharif,2012,25.88,27.9,Tons,62102.74,Tamil Nadu
Oilseeds,High Yield,Punjab,Rabi,2003,16.78,17.76,Tons,37128.03,Punjab
Jute,High Yield,Haryana,Kharif,2014,25.16,23.22,Tons,49592.49,Haryana
Oilseeds,Hybrid,Maharashtra,Zaid,2012,10.95,10.03,Tons,21866.15,Maharashtra
Oilseeds,Organic,Tamil Nadu,Zaid,2014,10.58,10.72,Tons,25530.98,Tamil Nadu
Soybean,Organic,Maharashtra,Rabi,2013,11.27,9.94,Tons,21638.87,Maharashtra
Wheat,High Yield,Karnataka,Rabi,2011,36.12,39.12,Tons,76880.09,Karnataka
Sugarcane,Standard,Andhra Pradesh,Kharif,2003,67.19,69.32,Tons,100875.8,Andhra Pradesh
Jute,Standard,Uttar Pradesh,Zaid,2008,19.55,15.99,Tons,38756.88,Uttar Pradesh
Wheat,Organic,Maharashtra,Kharif,2005,31.71,29.84,Tons,70512.47,Maharashtra
Jute,Organic,Madhya Pradesh,Zaid,2014,12.44,13.9,Tons,25387.33,Madhya Pradesh
Cotton,Hybrid,Tamil Nadu,Kharif,2011,11.99,11.1,Tons,22332.02,Tamil Nadu
Rice,Organic,Punjab,Kharif,2014,53.5,55.84,Tons,130669.03,Punjab
Soybean,High Yield,Maharashtra,Rabi,2006,10.87,9.3,Tons,26949.67,Maharashtra
Cotton,Hybrid,Maharashtra,Kharif,2006,12.94,14.31,Tons,21454.09,Maharashtra
Rice,Organic,Karnataka,Kharif,2007,42.11,45.17,Tons,83827.32,Karnataka
Sugarcane,High Yield,Tamil Nadu,Zaid,2009,57.18,65.58,Tons,99098.41,Tamil Nadu
Rice,High Yield,Punjab,Kharif,2010,54.72,47.11,Tons,92788.67,Punjab
Sugarcane,Standard,Uttar Pradesh,Rabi,2006,100.66,118.21,Tons,186920.65,Uttar Pradesh
Cotton,High Yield,Maharashtra,Kharif,2012,12.27,11.07,Tons,22340.87,Maharashtra
Groundnut,High Yield,Maharashtra,Zaid,2010,10.94,12.83,Tons,25140.46,Maharashtra
Rice,Organic,Andhra Pradesh,Zaid,2003,30.51,25.64,Tons,67505.04,Andhra Pradesh
Cotton,Organic,Madhya Pradesh,Zaid,2002,8.09,7.45,Tons,14276.93,Madhya Pradesh
Soybean,Standard,Gujarat,Kharif,2011,10.51,8.91,Tons,16304.47,Gujarat
Jute,Organic,Uttar Pradesh,Rabi,2013,24.81,26.75,Tons,37460.96,Uttar Pradesh
Oilseeds,Organic,Gujarat,Rabi,2009,15.88,15.79,Tons,26013.17,Gujarat
Rice,High Yield,Madhya Pradesh,Zaid,2007,26.12,22.35,Tons,42396.06,Madhya Pradesh
Oilseeds,Organic,Uttar Pradesh,Rabi,2005,17.65,18.52,Tons,34585.41,Uttar Pradesh
Soybean,High Yield,Rajasthan,Zaid,2014,6.13,6.37,Tons,13059.65,Rajasthan
Rice,Organic,Rajasthan,Kharif,2001,33.03,30.02,Tons,50853.92,Rajasthan
Wheat,High Yield,Madhya Pradesh,Rabi,2011,34.89,32.32,Tons,70093.2,Madhya Pradesh
Rice,Hybrid,Maharashtra,Kharif,2012,44.14,47.54,Tons,109584.77,Maharashtra
Oilseeds,Standard,Gujarat,Kharif,2006,15.1,17.41,Tons,32121.98,Gujarat
Rice,Standard,Maharashtra,Kharif,2008,43.08,47.82,Tons,106905.11,Maharashtra
Cotton,Standard,Haryana,Kharif,2003,15.35,15.61,Tons,27591.23,Haryana
Jute,Organic,Andhra Pradesh,Rabi,2007,21.37,21.1,Tons,49255.44,Andhra Pradesh
Soybean,High Yield,Uttar Pradesh,Rabi,2007,11.37,12.52,Tons,26978.11,Uttar Pradesh
Wheat,Organic,Rajasthan,Zaid,2013,23.84,23.35,Tons,47001.42,Rajasthan
Soybean,Hybrid,Gujarat,Rabi,2009,10.42,9.22,Tons,18340.9,Gujarat
Sugarcane,Hybrid,Haryana,Kharif,2008,99.49,118.7,Tons,213314.08,Haryana
Groundnut,High Yield,Rajasthan,Kharif,2001,14.26,13.08,Tons,29379.4,Rajasthan
Rice,Organic,Karnataka,Rabi,2004,42.76,48.62,Tons,103119.24,Karnataka
Oilseeds,Hybrid,Madhya Pradesh,Rabi,2008,11.35,10.81,Tons,22106.64,Madhya Pradesh
Wheat,Organic,Haryana,Kharif,2008,47.97,41.0,Tons,102573.98,Haryana
Groundnut,Hybrid,Rajasthan,Rabi,2012,16.06,16.24,Tons,27020.74,Rajasthan
Groundnut,Standard,Madhya Pradesh,Rabi,2007,13.55,15.15,Tons,27716.32,Madhya Pradesh
Oilseeds,Organic,Uttar Pradesh,Zaid,2012,10.55,8.66,Tons,25012.59,Uttar Pradesh
Soybean,Hybrid,Karnataka,Kharif,2011,10.01,8.45,Tons,19925.2,Karnataka
Maize,High Yield,Andhra Pradesh,Zaid,2011,20.15,16.15,Tons,48169.85,Andhra Pradesh
Wheat,High Yield,Haryana,Kharif,2008,43.68,41.06,Tons,86695.5,Haryana
Rice,High Yield,Haryana,Zaid,2006,40.7,38.52,Tons,61167.73,Haryana
Maize,Standard,Maharashtra,Kharif,2004,21.88,23.42,Tons,49040.05,Maharashtra
Jute,Organic,Gujarat,Kharif,2006,24.09,28.12,Tons,47343.81,Gujarat
Sugarcane,Standard,Madhya Pradesh,Zaid,2001,50.95,55.05,Tons,126882.86,Madhya Pradesh
Rice,High Yield,Rajasthan,Zaid,2014,25.77,27.35,Tons,52416.64,Rajasthan
Sugarcane,Standard,Madhya Pradesh,Rabi,2002,77.7,66.38,Tons,187052.27,Madhya Pradesh
Wheat,High Yield,Punjab,Zaid,2004,35.43,31.59,Tons,77363.91,Punjab
Jute,Hybrid,Gujarat,Zaid,2009,19.62,17.88,Tons,42936.02,Gujarat
Pulses,Standard,Gujarat,Kharif,2002,7.75,8.95,Tons,15303.4,Gujarat
Cotton,High Yield,Haryana,Kharif,2011,15.72,13.01,Tons,32433.69,Haryana
Sugarcane,Organic,Andhra Pradesh,Rabi,2003,82.53,75.92,Tons,153913.92,Andhra Pradesh
Oilseeds,Organic,Andhra Pradesh,Rabi,2006,13.21,10.78,Tons,31457.02,Andhra Pradesh
Sugarcane,Organic,Gujarat,Kharif,2008,74.11,59.73,Tons,125207.93,Gujarat
Soybean,Standard,Tamil Nadu,Kharif,2001,9.07,10.22,Tons,19875.54,Tamil Nadu
Groundnut,Hybrid,Madhya Pradesh,Zaid,2007,11.74,12.29,Tons,27995.97,Madhya Pradesh
Pulses,Standard,Tamil Nadu,Zaid,2011,6.64,5.59,Tons,13320.2,Tamil Nadu
Jute,High Yield,Tamil Nadu,Kharif,2008,22.38,19.91,Tons,46069.26,Tamil Nadu
Maize,High Yield,Gujarat,Rabi,2012,28.64,33.08,Tons,69358.12,Gujarat
Groundnut,Hybrid,Punjab,Zaid,2004,16.38,19.09,Tons,40047.26,Punjab
Wheat,Standard,Uttar Pradesh,Rabi,2009,50.86,43.9,Tons,118472.98,Uttar Pradesh
Cotton,Hybrid,Tamil Nadu,Zaid,2005,11.03,12.43,Tons,24854.53,Tamil Nadu
Cotton,Hybrid,Haryana,Zaid,2014,12.33,14.77,Tons,24863.52,Haryana
Rice,Hybrid,Punjab,Rabi,2009,62.26,62.76,Tons,132555.93,Punjab
Wheat,High Yield,Punjab,Kharif,2009,43.0,49.1,Tons,78844.83,Punjab
Soybean,Standard,Gujarat,Rabi,2001,13.81,13.56,Tons,33276.91,Gujarat
Pulses,Organic,Tamil Nadu,Rabi,2012,10.53,9.49,Tons,23093.49,Tamil Nadu
Jute,Hybrid,Haryana,Rabi,2012,30.8,27.83,Tons,55011.76,Haryana
Sugarcane,Hybrid,Madhya Pradesh,Kharif,2007,59.5,47.83,Tons,89772.28,Madhya Pradesh
Maize,High Yield,Gujarat,Rabi,2002,30.19,24.56,Tons,66341.02,Gujarat
Wheat,Organic,Gujarat,Kharif,2005,37.18,38.55,Tons,68604.62,Gujarat
Soybean,Organic,Tamil Nadu,Rabi,2010,12.63,14.66,Tons,21620.26,Tamil Nadu
Cotton,Organic,Karnataka,Kharif,2008,9.84,10.39,Tons,16296.07,Karnataka
Pulses,Hybrid,Madhya Pradesh,Rabi,2014,7.2,7.56,Tons,12957.81,Madhya Pradesh
Maize,Standard,Andhra Pradesh,Kharif,2013,28.55,23.26,Tons,44261.47,Andhra Pradesh
Groundnut,Standard,Madhya Pradesh,Kharif,2011,13.86,14.91,Tons,24361.46,Madhya Pradesh
Sugarcane,Organic,Rajasthan,Kharif,2007,64.45,68.61,Tons,118759.83,Rajasthan
Oilseeds,High Yield,Karnataka,Zaid,2006,8.41,8.68,Tons,18565.88,Karnataka
Rice,Standard,Andhra Pradesh,Zaid,2012,34.5,37.99,Tons,65074.9,Andhra Pradesh
